Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors
ENOVATE,2000000000.0,2019-04-15,Auto & transportation,Shanghai,China,Asia,2015,1000000000.0,Automobile Industry Guidance Fund
Fenbi Education,2000000000.0,2021-02-07,Edtech,Beijing,China,Asia,2015,39000000000.0,"Trustbridge Partners, Hony Capital, IDG Capital"
Hesai Tech,2000000000.0,2020-08-01,Artificial intelligence,Shanghai,China,Asia,2013,71700000000.0,"Lightspeed China Partners, Baidu Ventures, Qiming Venture Partners"
Il Makiage,2000000000.0,2022-01-10,E-commerce & direct-to-consumer,New York,United States,North America,2018,2900000000.0,"L Catterton, Franklin Templeton, First Light Capital Group"
Iluvatar CoreX,2000000000.0,2021-03-01,Hardware,Shanghai,China,Asia,2015,18600000000.0,"Centurium Capital, Cedarlake Capital, Unicom Innovation Venture Capital"
Jusfoun Big Data,2000000000.0,2018-07-09,Data management & analytics,Beijing,China,Asia,2010,13700000000.0,"Boxin Capital, DT Capital Partners, IDG Capital"
Pagaya,2000000000.0,2020-06-17,Fintech,Tel Aviv,Israel,Asia,2015,41700000000.0,"Oak HC/FT Partners, GF Investments, Harvey Golub Family Office"
PolicyBazaar,2000000000.0,2019-05-06,Fintech,Gurgaon,India,Asia,2008,63400000000.0,"Info Edge, Softbank Capital"
Promasidor Holdings,2000000000.0,2016-11-08,Consumer & retail,Bryanston,South Africa,Asia,1979,55600000000.0,"IFC, Ajinomoto"
Tubatu.com,2000000000.0,2015-03-09,E-commerce & direct-to-consumer,Shenzhen,China,Asia,2008,21600000000.0,"Sequoia Capital China, Matrix Partners China, 58.com"
Ximalaya FM,2000000000.0,2017-09-22,Mobile & telecommunications,Shanghai,China,Asia,2012,7100000000.0,"China Creation Ventures, Sierra Ventures, Xingwang Investment Management"
HEYTEA,2000000000.0,2019-07-01,Other,Shenzhen,China,Asia,2012,59400000000.0,"Sequoia Capital China, Tencent Investment, BA Capital"
BGL Group,2000000000.0,2017-11-24,Fintech,Peterborough,United Kingdom,Europe,1992,69600000000.0,CPP Investment Board
Claroty,2000000000.0,2021-06-17,Cybersecurity,New York,United States,North America,2015,64000000000.0,"Bessemer Venture Partners, MoreVC, Team8"
Improbable,2000000000.0,2017-05-11,Other,London,United Kingdom,Europe,2012,75400000000.0,"Andreessen Horowitz, SoftBank Group, Temasek Holdings"
InMobi,2000000000.0,2014-12-02,Mobile & telecommunications,Bengaluru,India,Asia,2007,22100000000.0,"Kleiner Perkins Caufield & Byers, Softbank Corp., Sherpalo Ventures"
MindMaze,2000000000.0,2016-01-28,Health,Lausanne,Switzerland,Europe,2012,34000000000.0,Hinduja Group
Ninja Van,2000000000.0,2021-09-27,"Supply chain, logistics, & delivery",,Singapore,Asia,2014,97500000000.0,"B Capital Group, Monk's Hill Ventures, Dynamic Parcel Distribution"
Pantheon Systems,2000000000.0,2021-07-13,Internet software & services,San Francisco,United States,North America,2010,20000000000.0,"Foundry Group, Scale Venture Partners, SoftBank Group"
SellerX,2000000000.0,2021-12-09,E-commerce & direct-to-consumer,Berlin,Germany,Europe,2020,76600000000.0,"Cherry Ventures, Felix Capital, 83North"
AppDirect,2000000000.0,2015-10-07,E-commerce & direct-to-consumer,San Francisco,United States,North America,2009,43100000000.0,"Mithril, iNovia Capital, Foundry Group"
BrewDog,2000000000.0,2017-04-10,Consumer & retail,Aberdeen,United Kingdom,Europe,2007,23300000000.0,"TSG Consumer Partners, Crowdcube"
Enflame,2000000000.0,2021-01-05,Hardware,Shanghai,China,Asia,2018,47200000000.0,"Tencent Holdings, Delta Capital, Redpoint Ventures China"
Tradeshift,2000000000.0,2018-05-30,Fintech,San Francisco,United States,North America,2009,86100000000.0,"Notion Capital, Scentan Ventures, Kite Ventures"
HeartFlow,2000000000.0,2017-12-04,Health,Redwood City,United States,North America,2007,56800000000.0,"BlueCross BlueShield Venture Partners, US Venture Partners"
Extend,2000000000.0,2021-05-18,Fintech,San Francisco,United States,North America,2004,32000000000.0,"GreatPoint Ventures, Meritech Capital Partners, PayPal Ventures"
Airbyte,2000000000.0,2021-12-17,Internet software & services,San Francisco,United States,North America,2020,18100000000.0,"Accel, Benchmark, SV Angel"
Andela,2000000000.0,2021-09-29,Internet software & services,New York,United States,North America,2014,38100000000.0,"Spark Capital, Google Ventures, CRE Venture Capital"
Ascend Money,2000000000.0,2021-09-27,Fintech,Bangkok,Thailand,Asia,2013,15000000000.0,"Ant Group, Charoen Pokphand Group, Bow Wave Capital"
Athelas,2000000000.0,2022-01-31,Health,Mountain View,United States,North America,2016,15000000000.0,"Sequoia Capital, General Catalyst, Human Capital"
Built,2000000000.0,2021-09-30,Internet software & services,Nashville,United States,North America,2015,28900000000.0,"Nyca Partners, Index Ventures, Technology Crossover Ventures"
candy.com,2000000000.0,2021-10-21,Fintech,New York,United States,North America,2021,10000000000.0,"Insight Partners, Softbank Group, Connect Ventures"
Cognite,2000000000.0,2021-05-19,Data management & analytics,Lysaker,Norway,Europe,2016,22500000000.0,"Technology Crossover Ventures, Accel, Aker"
CoinList,2000000000.0,2021-10-15,Fintech,San Francisco,United States,North America,2017,11900000000.0,"Accomplice, Polychain Capital, GoldenTree Asset Management"
Collective Health,2000000000.0,2019-06-17,Fintech,San Francisco,United States,North America,2013,71900000000.0,"New Enterprise Associates, Founders Fund, Google Ventures"
Culture Amp,2000000000.0,2021-07-29,Internet software & services,Richmond,Australia,Oceania,2011,25700000000.0,"Felicis Ventures, Index Ventures, Blackbird Ventures"
Devo,2000000000.0,2021-10-26,Data management & analytics,Cambridge,United States,North America,2011,38100000000.0,"Insight Partners, Kibo Ventures, Bessemer Venture Partners"
ElasticRun,2000000000.0,2022-02-07,"Supply chain, logistics, & delivery",Pune,India,Asia,2016,43500000000.0,"Kalaari Capital, Norwest Venture Partners, Prosus Ventures"
Gett,2000000000.0,2016-05-24,Auto & transportation,London,United Kingdom,Europe,2010,82800000000.0,"Volkswagen, Access Industries, Vostok New Ventures"
ID.me,2000000000.0,2021-03-19,Cybersecurity,McLean,United States,North America,2010,14200000000.0,"Moonshots Capital, BoxGroup, Blu Venture Investors"
impact.com,2000000000.0,2021-07-13,Internet software & services,Santa Barbara,United States,North America,2008,26100000000.0,"Redpoint Ventures, Providence Equity Partners, Silversmith Capital Partners"
Ledger,2000000000.0,2021-06-10,Hardware,Paris,France,Europe,2014,46600000000.0,"Digital Currency Group, Draper Esprit, Korelya Capital"
Lusha,2000000000.0,2021-11-10,Internet software & services,New York,United States,North America,2016,24500000000.0,"PSG, ION Crossover Partners"
Matillion,2000000000.0,2021-09-15,Data management & analytics,Altrincham,United Kingdom,Europe,2011,31000000000.0,"Scale Venture Partners, Sapphire Ventures, Battery Ventures"
MOLOCO,2000000000.0,2021-04-29,Artificial intelligence,Redwood City,United States,North America,2013,19200000000.0,"Smilegate Investment, DSC Investments, KTB Ventures"
Mu Sigma,2000000000.0,2013-02-07,Data management & analytics,Northbrook,United States,North America,2004,21100000000.0,"Sequoia Capital, General Atlantic"
Next Silicon,2000000000.0,2021-06-14,Hardware,Tel Aviv,Israel,Asia,2018,20300000000.0,"Amiti Ventures, Playground Global, Aleph"
NotCo,2000000000.0,2021-07-26,Artificial Intelligence,Santiago,Chile,South America,2015,37000000000.0,"Kaszek Ventures, SOSV, Tiger Global Management"
Olist,2000000000.0,2021-12-15,E-commerce & direct-to-consumer,Curitiba,Brazil,South America,2015,32000000000.0,"Redpoint e.ventures, Valor Capital Group, SoftBank Latin America Fund"
Pacaso,2000000000.0,2021-03-24,Fintech,Cincinnati,United States,North America,2020,21700000000.0,"Global Founders Capital, Shea Ventures, Greycroft"
Paradox,2000000000.0,2021-12-27,Internet software & services,Scottsdale,United States,North America,2016,25300000000.0,"Brighton Park Capital, Blue Cloud Ventures, Workday Ventures"
Persona,2000000000.0,2021-09-15,Cybersecurity,San Francisco,United States,North America,2018,21800000000.0,"Coatue Management, Index Ventures, Founders Fund"
SmartRecruiters,2000000000.0,2021-07-20,Internet software & services,San Francisco,United States,North America,2010,22500000000.0,"Mayfield Fund, Insight Partners, Rembrandt Venture Partners"
Snapdocs,2000000000.0,2021-05-25,Fintech,San Francisco,United States,North America,2012,25300000000.0,"Sequoia Capital, Y Combinator, F-Prime Capital"
Solugen,2000000000.0,2021-09-10,Other,Houston,United States,North America,2016,43500000000.0,"Fifty Years Fund, Refactor Capital, Temasek"
StoreDot,2000000000.0,2022-01-04,Other,Herzliya,Israel,Asia,2012,19000000000.0,"Samsung Ventures, SingulariTeam, BP Ventures"
Strava,2000000000.0,2020-11-16,Internet software & services,San Francisco,United States,North America,2009,15200000000.0,"Jackson Square Ventures, Madrone Capital Partners, Sequoia Capital"
Temporal,2000000000.0,2022-02-16,Internet software & services,Bellevue,United States,North America,2019,12900000000.0,"Amplify Partners, Addition, Madrona Venture Group"
TuJia,2000000000.0,2015-06-17,Travel,Beijing,China,Asia,2011,75500000000.0,"GGV Capital, QiMing Venture Partnersl"
Veho,2000000000.0,2021-12-21,"Supply chain, logistics, & delivery",Boulder,United States,North America,2016,29900000000.0,"General Catalyst, Origin Ventures, Fontinalis Partners"
Veriff,2000000000.0,2022-01-26,Artificial intelligence,Tallinn,Estonia,Europe,2015,17700000000.0,"Accel, Institutional Venture Partners, Tiger Global Management"
Whatnot,2000000000.0,2021-09-16,E-commerce & direct-to-consumer,Marina del Rey,United States,North America,2019,22500000000.0,"Y Combinator, Andreessen Horowitz, Wonder Ventures"
Zenoti,2000000000.0,2020-12-15,Internet software & services,Bellevue,United States,North America,2010,33100000000.0,"Norwest Venture Partners, Accel, Tiger Global Management"
Zeta,2000000000.0,2021-05-24,Fintech,San Francisco,United States,North America,2015,34000000000.0,"Sodexo Ventures, SoftBank Group"
Loom,2000000000.0,2021-05-20,Internet software & services,San Francisco,United States,North America,2016,20400000000.0,"Kleiner Perkins Caufield & Byers, Sequoia Capital, General Catalyst"
Mobile Premier League,2000000000.0,2021-09-15,Internet software & services,Bengaluru,India,Asia,2018,37600000000.0,"Sequoia Capital India, RTP Global, Go-Ventures"
Uala,2000000000.0,2021-08-13,Fintech,Buenos Aires,Argentina,South America,2017,54400000000.0,"Soros Fund Management, Ribbit Capital, Monashees+"
Wenheyou,2000000000.0,2021-04-17,Other,Hunan,China,Asia,2013,9000000000.0,"Sequoia Capital China, Warburg Pincus, IDG Capital"
Star Charge,2000000000.0,2021-05-19,Auto & transportation,Changzhou,China,Asia,2014,12500000000.0,"Shunwei Capital Partners, China Media Group, Guangzhou Huiyin Aofeng Equity Investment Fund"
ABL Space Systems,2000000000.0,2021-03-25,Other,El Segundo,United States,North America,2017,41900000000.0,"T. Rowe Price, Lockheed Martin Ventures, Fidelity Investment"
Afiniti,2000000000.0,2017-04-14,Artificial intelligence,Hamilton,Bermuda,North America,2006,12000000000.0,GAM Holding
ASAPP,2000000000.0,2021-05-19,Artificial intelligence,New York,United States,North America,2014,38000000000.0,"March Capital Partners, HOF Capital, Emergence Capital Partners"
BitSight Technologies,2000000000.0,2021-09-13,Cybersecurity,Boston,United States,North America,2013,40100000000.0,"Menlo Ventures, GGV Capital, Flybridge Capital Partners"
Cao Cao Mobility,2000000000.0,2018-01-17,Auto & transportation,Hangzhou,China,Asia,2015,74400000000.0,"People Electrical Appliance Group China, Zhongrong International Trust"
Capitolis,2000000000.0,2022-03-22,Fintech,New York,United States,North America,2017,28200000000.0,"Sequoia Capital, Index Ventures, S Capital"
Carbon,2000000000.0,2015-08-20,Hardware,Redwood City,United States,North America,2013,68200000000.0,"Google Ventures, Sequoia Capital, Wakefield Group"
Clio,2000000000.0,2021-04-27,Internet software & services,Burnaby,Canada,North America,2008,38600000000.0,"OMERS Private Equity, T. Rowe Price, Technology Crossover Ventures"
Cresta,2000000000.0,2022-03-17,Artificial Intelligence,San Francisco,United States,North America,2017,15100000000.0,"Andreessen Horowitz, Greylock Partners, Sequoia Capital"
Exabeam,2000000000.0,2021-06-01,Cybersecurity,Foster City,United States,North America,2013,39000000000.0,"Norwest Venture Partners, Aspect Ventures, Lightspeed Venture Partners"
ezCater,2000000000.0,2019-04-02,"Supply chain, logistics, & delivery",Boston,United States,North America,2007,42100000000.0,"Insight Venture Partners, ICONIQ Capital, Launchpad Venture Group"
HomeLight,2000000000.0,2021-09-02,Fintech,San Francisco,United States,North America,2012,21900000000.0,"Zeev Ventures, Menlo Ventures,Crosslink Capital"
HoneyBook,2000000000.0,2021-05-04,Internet software & services,San Francisco,United States,North America,2013,49800000000.0,"Norwest Venture Partners, Hillsven Capital, Aleph"
Infinidat,2000000000.0,2015-04-29,Hardware,Waltham,United States,North America,2011,32500000000.0,"TPG Growth, Goldman Sachs"
Mercury,2000000000.0,2021-07-03,Fintech,San Francisco,United States,North America,2019,15200000000.0,"Andreessen Horowitz, Coatue Management, Clocktower Technology Ventures"
Paxos,2000000000.0,2021-04-29,Fintech,New York,United States,North America,2012,53800000000.0,"Liberty City Ventures, RRE Ventures, Mithril Capital Management"
SafetyCulture,2000000000.0,2021-05-03,Internet software & services,Sydney,Australia,Oceania,2004,22200000000.0,"Blackbird Ventures, IndexVentures, Tiger Global Management"
SmartHR,2000000000.0,2021-06-08,Fintech,Tokyo,Japan,Asia,2013,19000000000.0,"BEENEXT, World Innovation Lab, Light Street Capital"
Tonal,2000000000.0,2021-03-31,E-commerce & direct-to-consumer,San Francisco,United States,North America,2015,45000000000.0,"Mayfield Fund, Shasta Ventures, L Catterton"
Truepill,2000000000.0,2021-10-27,Health,Hayward,United States,North America,2016,25500000000.0,"Initialized Capital, Sound Ventures, TI Platform Management"
Unite Us,2000000000.0,2021-03-16,Health,New York,United States,North America,2014,19500000000.0,"Insight Partners, Sequoia Capital, Index Ventures"
Verkada,2000000000.0,2020-01-29,Cybersecurity,San Mateo,United States,North America,2016,13900000000.0,"next47, First Round Capital, Sequoia Capital"
Wayflyer,2000000000.0,2022-02-01,Fintech,Dublin,Ireland,Europe,2019,23600000000.0,"QED Investors, DST Global, Left Lane Capital"
Zhubajie,2000000000.0,2015-06-16,Internet software & services,Chongqing,China,Asia,2006,44500000000.0,"Cybernaut Growth Fund, IDG Capital"
Transcarent,2000000000.0,2022-01-11,Health,San Francisco,United States,North America,2020,29800000000.0,"Alta Partners, General Catalyst, Jove Equity Partners"
Trader Interactive,2000000000.0,2021-05-12,Other,Norfolk,United States,North America,2017,62400000000.0,Carsales
Glossier,2000000000.0,2019-03-19,Consumer & retail,New York,United States,North America,2014,26600000000.0,"Forerunner Ventures, Institutional Venture Partners, Thrive Capital"
Hibob,2000000000.0,2021-10-12,Internet software & services,Tel Aviv,Israel,Asia,2015,27400000000.0,"Bessemer Venture Partners, Eight Roads Ventures, Battery Ventures"
Jobandtalent,2000000000.0,2021-12-01,Internet software & services,Madrid,Spain,Europe,2009,90200000000.0,"Kibo Ventures, SoftBank Group, Atomico"
Optimism,2000000000.0,2022-03-17,Internet software & services,San Francisco,United States,North America,2019,17900000000.0,"Paradigm, Huobi Ventures, Andreessen Horowitz"
solarisBank,2000000000.0,2021-07-13,Fintech,Berlin,Germany,Europe,2016,40300000000.0,"Yabeo Capital, SBI Investment, Vulcan Capital"
WEMAKEPRICE,2000000000.0,2015-09-09,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,2009,39700000000.0,"IMM Investment, NXC"
Alan,2000000000.0,2021-04-19,Fintech,Paris,France,Europe,2016,36400000000.0,"Index Ventures, Temasek, Portag3 Ventures"
Biren Technology,2000000000.0,2020-08-18,Hardware,Shanghai,China,Asia,2019,28500000000.0,"V FUND, IDG Capital, Green Pine Capital Partners"
Voodoo,2000000000.0,2020-08-17,Other,Paris,France,Europe,2013,51700000000.0,"Tencent Holdings, Goldman Sachs"
Carsome,2000000000.0,2021-07-12,E-commerce & direct-to-consumer,Selangor,Malaysia,Asia,2015,57700000000.0,"Gobi Partners, 500 Startups, Ondine Capital"
CircleCI,2000000000.0,2021-05-11,Internet software & services,San Francisco,United States,North America,2011,31500000000.0,"Threshold Ventures, Baseline Ventures, Harrison Metal"
DealShare,2000000000.0,2022-01-27,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2018,61200000000.0,"Alpha Wave Global, Matrix Partners India, Tiger Global Management"
DispatchHealth,2000000000.0,2021-03-03,Health,Denver,United States,North America,2013,40300000000.0,"Alta Partners, Questa Capital, Echo Health Venturesl"
Dragos,2000000000.0,2021-10-28,Cybersecurity,Hanover,United States,North America,2016,35800000000.0,"DataTribe, Energy Impact Partners, AllegisCyber Capital"
Gousto,2000000000.0,2020-11-03,"Supply chain, logistics, & delivery",London,United Kingdom,Europe,2012,31100000000.0,"MMC Ventures, BGF Ventures, Unilever Ventures"
H2O.ai,2000000000.0,2021-11-07,Artificial intelligence,Mountain View,United States,North America,2011,25100000000.0,"Nexus Venture Partners, Transamerica Ventures, Crane Venture Partners"
Harness,2000000000.0,2021-01-14,Artificial intelligence,San Francisco,United States,North America,2016,19500000000.0,"Menlo Ventures, Alkeon Capital Management, Citi Ventures"
Harry's,2000000000.0,2018-02-16,Consumer & retail,New York,United States,North America,2013,79200000000.0,"Thrive Capital, Tiger Global Management, Temasek"
PAX,2000000000.0,2018-10-22,Consumer & retail,San Francisco,United States,North America,2007,54200000000.0,"Tao Capital Partners, Global Asset Capital, Tiger Global Management"
Productboard,2000000000.0,2022-02-02,Internet software & services,San Francisco,United States,North America,2014,26100000000.0,"Index Ventures, Kleiner Perkins Caufield & Byers, Bessemer Venture Partners"
Reltio,2000000000.0,2021-11-04,Data management & analytics,Redwood City,United States,North America,2011,23700000000.0,"Crosslink Capital, .406 Ventures, Sapphire Ventures"
Spotter,2000000000.0,2022-02-16,Fintech,Los Angeles,United States,North America,2019,23100000000.0,"SoftBank Group, Access Industries, Crossbeam Venture Partners"
Vestiaire Collective,2000000000.0,2021-03-01,E-commerce & direct-to-consumer,Paris,France,Europe,2009,66300000000.0,"Eurazeo, IDInvest Partners, Balderton Capital"
Wave,2000000000.0,2021-09-07,Fintech,Dakar,Senegal,Africa,2018,20000000000.0,"Stripe, Founders Fund, Partech Partners"
ZenBusiness,2000000000.0,2021-11-09,Fintech,Austin,United States,North America,2015,27500000000.0,"Greycroft, Lerer Hippeau, Geekdom Fund"
Bowery Farming,2000000000.0,2021-05-25,Other,New York,United States,North America,2015,49700000000.0,"Temasek, Google Ventures, General Catalyst"
Greenlight,2000000000.0,2020-09-24,Fintech,Atlanta,United States,North America,2014,55700000000.0,"Relay Ventures, TTV Capital, Canapi Ventures"
KeepTruckin,2000000000.0,2019-04-23,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2013,41700000000.0,"Google Ventures, Index Ventures, Scale Venture Partners"
Odoo,2000000000.0,2021-07-29,Internet software & services,Louvain-la-Neuve,Belgium,Europe,2005,22900000000.0,"Summit Partners, Noshaq, Sofinnova Partners"
Skydance Media,2000000000.0,2020-02-11,Other,Santa Monica,United States,North America,2010,27500000000.0,"RedBird Capital Partners, CJ ENM, Tencent Holdings"
Uptake,2000000000.0,2015-10-27,Artificial intelligence,Chicago,United States,North America,2014,21800000000.0,"Revolution, New Enterprise Associates, Caterpillar"
MoMo,2000000000.0,2021-12-10,Fintech,Ho Chi Minh City,Vietnam,Asia,2013,43400000000.0,"Goodwater Capital, Warburg Pincus, GS Growth"
Algolia,2000000000.0,2021-07-28,Internet software & services,San Francisco,United States,North America,2012,33400000000.0,"Accel, Alven Capital, Storm Ventures"
Pattern,2000000000.0,2021-10-06,Internet software & services,Lehi,United States,North America,2013,27700000000.0,"Knox Lane, Ainge Advisory, Carlson Private Capital Partners"
Spinny,2000000000.0,2021-11-24,E-commerce & direct-to-consumer,Gurugram,India,Asia,2015,50900000000.0,"General Catalyst, Eleation Capital, Avenir Growth Capital"
Trulioo,2000000000.0,2021-06-07,Cybersecurity,Vancouver,Canada,North America,2011,47400000000.0,"Blumberg Capital, American Express Ventures, BDC Venture Capital"
Zume,2000000000.0,2018-11-01,Consumer & retail,Mountain View,United States,North America,2015,42300000000.0,"Softbank Group, AME Cloud Ventures, SignalFire"
AIWAYS,2000000000.0,2018-04-16,Auto & transportation,Shanghai,China,Asia,2017,79200000000.0,"Jiangsu Sha Steel Group, Shanghai Puyin Industry, Funa Yuanchuang Technology"
Bitso,2000000000.0,2021-05-05,Fintech,Mexico City,Mexico,North America,2014,37800000000.0,"Pantera Capital, QED Investors, Coinbase Ventures"
BloomReach,2000000000.0,2022-02-23,Artificial intelligence,Mountain View,United States,North America,2009,42200000000.0,"Bain Capital Ventures, Sixth Street Growth, Lightspeed Venture Partners"
Current,2000000000.0,2021-04-27,Fintech,New York,United States,North America,2015,40200000000.0,"Expa, QED Investors, Foundation Capital"
Dialpad,2000000000.0,2020-10-06,Internet software & services,San Francisco,United States,North America,2011,40000000000.0,"Andreessen Horowitz, Google Ventures, Section 32"
G7 Networks,2000000000.0,2022-02-15,"Supply chain, logistics, & delivery",Beijing,China,Asia,2006,71000000000.0,"Eastern Bell Capital 32, SDIC CMC Investment Management, Trustbridge Partners"
Gympass,2000000000.0,2019-06-12,Internet software & services,New York,United States,North America,2012,52500000000.0,"General Atlantic, SoftBank Group, Atomico"
MUSINSA,2000000000.0,2019-11-11,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,2001,28700000000.0,Sequoia Capital
NuCom Group,2000000000.0,2018-02-22,Other,Unterfoehring,Germany,Europe,2016,55000000000.0,General Atlantic
Reify Health,2000000000.0,2021-08-10,Health,Boston,United States,North America,2012,25900000000.0,"Sierra Ventures, Battery Ventures, Asset Management Ventures"
Diamond Foundry,2000000000.0,2021-03-29,Other,San Francisco,United States,North America,2012,35100000000.0,"Fashion Tech Lab, Fidelity Investments, Vast Ventures"
FullStory,2000000000.0,2021-08-04,Internet software & services,Atlanta,United States,North America,2014,17200000000.0,"Google Ventures, Kleiner Perkins Caufield & Byers, Stripes Group"
Lightricks,2000000000.0,2019-07-31,Artificial intelligence,Jerusalem,Israel,Asia,2013,30500000000.0,"Viola Ventures, Insight Partners, ClalTech, Goldman Sachs"
Opentrons,2000000000.0,2021-09-23,Hardware,New York,United States,North America,2016,24000000000.0,"SOSV, Khosla Ventures, Lerer Hippeau"
ZocDoc,2000000000.0,2015-08-20,Health,New York,United States,North America,2007,37400000000.0,"Founders Fund, Khosla Ventures, Goldman Sachs"
Accelerant,2000000000.0,2022-01-12,Other,Colchester,United Kingdom,Europe,2018,19300000000.0,"Deer Park Road, Altamont Capital Partners, Eldridge"
Huaqin Telecom Technology,2000000000.0,2019-10-08,Mobile & telecommunications,Shanghai,China,Asia,2005,29800000000.0,"Zhangjiang Haocheng Venture Capital, Walden International, Intel Capital"
Addepar,2000000000.0,2021-06-15,Fintech,Mountain View,United States,North America,2009,67600000000.0,"8VC, D1 Capital Partners, Sway Ventures"
YITU Technology,2000000000.0,2018-03-08,Artificial intelligence,Shanghai,China,Asia,2012,40100000000.0,"Sequoia Capital China, Banyan Capital"
CloudWalk,2000000000.0,2021-09-08,Fintech,Sao Paulo,Brazil,South America,2015,34500000000.0,"Plug and Play Ventures, Valor Capital Group, DST Global"
Retool,2000000000.0,2021-12-22,Internet software & services,San Francisco,United States,North America,2000,9600000000.0,Sequoia Capital
Volocopter,2000000000.0,2022-03-04,Auto & transportation,Bruchsal,Germany,Europe,2011,59900000000.0,"btov Partners, Geely, Intel Capital"
Acorns,2000000000.0,2022-03-09,Fintech,Irvine,United States,North America,2012,50700000000.0,"e.ventures, Bain Capital Ventures, Greycroft"
Aledade,2000000000.0,2021-01-19,Health,Bethesda,United States,North America,2014,29500000000.0,"Venrock, CVF Capital Partners, ARCH Venture Partners"
CoinSwitch Kuber,2000000000.0,2021-10-06,Fintech,Bangalore,India,Asia,2017,30100000000.0,"Tiger Global Management, Sequoia Capital India, Ribbit Capital"
ConcertAI,2000000000.0,2022-03-29,Artificial Intelligence,Boston,United States,North America,2018,30000000000.0,"Sixth Street Partners, Declaration Partners, Maverick Ventures Israel"
Eightfold.ai,2000000000.0,2020-10-27,Internet software & services,Santa Clara,United States,North America,2016,39700000000.0,"Foundation Capital, Institutional Venture Partners, General Catalyst"
FirstCry,2000000000.0,2020-02-07,E-commerce & direct-to-consumer,Pune,India,Asia,2010,44100000000.0,"SoftBank Group, SAIF Partners India, Valiant Capital Partners"
Forto,2000000000.0,2021-06-21,"Supply chain, logistics, & delivery",Berlin,Germany,Europe,2016,59300000000.0,"Cherry Ventures, Northzone Ventures, Global Founders Capital"
GoCardless,2000000000.0,2022-02-08,Fintech,London,United Kingdom,Europe,2011,52900000000.0,"Accel, Passion Capital, Balderton Capital"
InVision,2000000000.0,2017-11-01,Internet software & services,New York,United States,North America,2011,34900000000.0,"FirstMark Capital, Tiger Global Management, ICONIQ Capital"
Jeeves,2000000000.0,2022-03-14,Fintech,Orlando,United States,North America,2019,26800000000.0,"Tencent Holdings, CRV, Clocktower Technology Ventures"
Medable,2000000000.0,2021-10-26,Internet software & services,Palo Alto,United States,North America,2013,50700000000.0,"GSR Ventures, Sapphire Ventures, Streamlined Ventures"
Moveworks,2000000000.0,2021-06-30,Artificial intelligence,Mountain View,United States,North America,2016,30500000000.0,"Lightspeed Venture Partners, Sapphire Ventures, Kleiner Perkins Caufield & Byers"
MX Technologies,2000000000.0,2021-01-13,Fintech,Lehi,United States,North America,2010,45000000000.0,"Point72 Ventures, Pelion Venture Partners, Commerce Ventures"
PayFit,2000000000.0,2022-01-06,Fintech,London,United Kingdom,Europe,2016,49600000000.0,"Accel, frst, Kima Ventures"
ReCharge,2000000000.0,2021-05-06,Fintech,Los Angeles,United States,North America,2017,27700000000.0,"ICONIQ Growth, Bain Capital Ventures, Summit Partners"
Roofstock,2000000000.0,2022-03-10,Fintech,Oakland,United States,North America,2015,36500000000.0,"Khosla Ventures, Bain Capital Ventures, Lightspeed Venture Partners"
Urban Company,2000000000.0,2021-04-27,E-commerce & direct-to-consumer,Gurgaon,India,Asia,2014,37100000000.0,"VY Capital, Accel, Elevation Capital"
Rokt,2000000000.0,2021-12-16,Internet software & services,New York,United States,North America,2012,48700000000.0,"Square Peg Capital, TDM Growth Partners, Tiger Global Management"
Starling Bank,2000000000.0,2021-03-08,Fintech,London,United Kingdom,Europe,2014,79100000000.0,"JTC Group, Qatar Investment Authority, Fidelity Investment"
Ankorstore,2000000000.0,2022-01-10,E-commerce & direct-to-consumer,Paris,France,Europe,2019,42200000000.0,"Global Founders Capital, Aglae Ventures, Alven Capital"
4Paradigm,2000000000.0,2018-12-19,Artificial intelligence,Beijing,China,Asia,2015,1000000000.0,"Sequoia Capital China, China Construction Bank, Bank of China"
Advance Intelligence Group,2000000000.0,2021-09-23,Artificial intelligence,,Singapore,Asia,2016,53600000000.0,"Vision Plus Capital, GSR Ventures, ZhenFund"
Aiven,2000000000.0,2021-10-18,Internet software & services,Helsinki,Finland,Europe,2016,21000000000.0,"Institutional Venture Partners, Atomico, Earlybird Venture Capital"
Akulaku,2000000000.0,2022-02-15,E-commerce & direct-to-consumer,Jakarta,Indonesia,Asia,2014,43800000000.0,"DCM Ventures, IDG Capital, Siam Commercial Bank"
Apeel Sciences,2000000000.0,2020-05-26,Other,Goleta,United States,North America,2012,64000000000.0,"Upfront Ventures, Tao Capital Partners, Andreessen Horowitz"
AppsFlyer,2000000000.0,2020-01-21,Mobile & telecommunications,San Francisco,United States,North America,2011,29300000000.0,"Magma Venture Partners, Pitango Venture Capital, Qumra Capital"
Avant,2000000000.0,2012-12-17,Artificial intelligence,Chicago,United States,North America,2012,65800000000.0,"RRE Ventures, Tiger Global, August Capital"
Aviatrix,2000000000.0,2021-09-08,Internet software & services,Santa Clara,United States,North America,2014,34100000000.0,"Ignition Partners, Formation 8, CRV"
